id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1088324466072194691,https://www.airbnb.com/rooms/1088324466072194691,20241225160317,2024-12-25,city scrape,Luxe appartement met gezellige tuin!,"Beautiful apartment ( January 2024 ) completely renovated!<br /><br />The 2-bedroom apartment with 2 king beds and 1 single bed is located between other authentic Art-Nouveau houses in the middle of one of the most beautiful historic streets of Ghent right at Ghent station Sint Pieters.<br /><br />There is air conditioning for the entire apartment<br /><br />The stylish kitchen includes all amenities such as a dishwasher, microwave, induction hob, kettle and a Nespresso coffee machine!",,https://a0.muscache.com/pictures/5af764c5-00b8-4961-bc5f-8ba15172f02b.jpg,561035162,https://www.airbnb.com/users/show/561035162,Olivier Stephan,2024-02-08,"Ghent, Belgium","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9b0e325d-9c46-4cb8-8f85-40fd421aea6c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b0e325d-9c46-4cb8-8f85-40fd421aea6c.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Stationsbuurt Noord,,51.0343,3.71489,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,2,3,"[""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Cleaning available during stay"", ""Central heating"", ""Clothing storage: closet, wardrobe, and dresser"", ""Sun loungers"", ""Books and reading material"", ""Bed linens"", ""Private patio or balcony"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Paid parking on premises"", ""Private entrance"", ""Drying rack for clothing"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Nivea conditioner"", ""HDTV with Disney+, Apple TV, Amazon Prime Video, Netflix"", ""Shower gel"", ""Iron"", ""Kitchen"", ""Dishwasher"", ""Outdoor furniture"", ""Self check-in"", ""Freezer"", ""Hair dryer"", ""Toaster"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Pantene shampoo"", ""Cleaning products"", ""Nivea body soap"", ""Central air conditioning"", ""Zanussi  refrigerator"", ""Outlet covers"", ""Microwave"", ""Keypad"", ""Hot water kettle"", ""Single level home"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Private backyard \u2013 Fully fenced"", ""Wifi""]",$259.00,1,365,1,1,365,365,1.0,365.0,,t,8,33,51,209,2024-12-25,19,19,0,2024-02-14,2024-10-27,4.79,4.84,4.84,4.79,4.89,4.47,4.63,,t,3,3,0,0,1.80
1090248791063989216,https://www.airbnb.com/rooms/1090248791063989216,20241225160317,2024-12-25,city scrape,Zonnig nieuw gezinsappartement vlakbij Dampoort,"This apartment is a stone's throw from Ghent-Dampoort, in a green, hidden world: cohousing Bijgaardehof.<br />This unique cohousing project is built on the site of an old factory. The industrial elements are still clearly visible. The place is particularly green and quiet, and yet you are close to the city center. Neighbors are involved and share a lot with each other, but your own privacy is guaranteed. Newest techniques and well insulated. Best for family (1 master bedroom, 2 children's rooms).","The neighborhood is just outside the old city center, at Ghent-Dampoort station. Many populations live next to each other. The heart of the neighborhood is located around the Dendermondsesteenweg, where you will find all kinds of supermarkets, (night)shops and (coffee)bars. There are also some parks nearby, and a large swimming pool (Pink pants).",https://a0.muscache.com/pictures/miso/Hosting-1090248791063989216/original/70f57bc1-5658-4d27-a744-f1e4982bce02.jpeg,4959838,https://www.airbnb.com/users/show/4959838,Farah,2013-02-04,"Ghent, Belgium",Coördinator van een vrijwilligersorganisatie voor mensen die nieuw zijn in België. Mama van twee kindjes. Vaak op stap met vrienden en altijd wel ergens iets aan het doen. Energiek en enthousiast.,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-4959838/original/3eceaff2-9adb-4e52-9e67-60a6e1582f10.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-4959838/original/3eceaff2-9adb-4e52-9e67-60a6e1582f10.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Macharius - Heirnis,,51.05097,3.74243,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,3,4,"[""Dishes and silverware"", ""Oven"", ""Coffee"", ""Backyard"", ""Bed linens"", ""Sound system"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hot water"", ""Wine glasses"", ""Air conditioning"", ""Smoke alarm"", ""Heating"", ""Shower gel"", ""Kitchen"", ""TV"", ""Dishwasher"", ""Coffee maker: espresso machine"", ""Freezer"", ""Toaster"", ""Essentials"", ""Dining table"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Host greets you"", ""Microwave"", ""Bathtub"", ""Hot water kettle"", ""Clothing storage"", ""Extra pillows and blankets"", ""Wifi""]",$214.00,2,365,2,2,365,365,2.0,365.0,,t,4,4,4,4,2024-12-25,7,7,0,2024-04-07,2024-08-08,5.0,5.0,5.0,4.71,5.0,4.86,5.0,,f,1,1,0,0,0.80
1090352877508621238,https://www.airbnb.com/rooms/1090352877508621238,20241225160317,2024-12-25,city scrape,Eclectische flat wandelafstand centrum+parkeerplek,"Eclectic flat within walking distance of the lively center of Ghent, ideal for those who love a unique mix of styles. The flat offers two cozy bedrooms, each with lots of light. Relax in the spacious bathroom with a walk-in shower. The living room with its playful decor and the fully equipped kitchen make this apartment a special place to stay. Perfect for those looking for comfort and creativity while visiting Ghent!",,https://a0.muscache.com/pictures/hosting/Hosting-1090352877508621238/original/95be8e9b-6e8b-4f13-a80c-90ae8f5cf0de.jpeg,480134178,https://www.airbnb.com/users/show/480134178,Louise,2022-09-19,"Ghent, Belgium","Welkom! Ik ben Louise, een enthousiaste reiziger en creatieveling met een passie voor kleurrijke interieurs en handgemaakte kunst. Naast het beheren van unieke verblijven werk ik aan mijn eigen collectie keramiek en interieuraccessoires, geïnspireerd door de culturen en zonnige plekken die ik onderweg ontdek. Ik sta altijd klaar om je tips te geven voor een onvergetelijk verblijf en leuke adresjes in de buurt. Voel je thuis!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-480134178/original/344ba7dd-61c5-44b7-9d8f-eed35cd27e87.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-480134178/original/344ba7dd-61c5-44b7-9d8f-eed35cd27e87.jpeg?aki_policy=profile_x_medium,,5,8,['phone'],t,t,,Sluizeken - Tolhuis - Ham,,51.06356,3.72621,Entire condo,Entire home/apt,4,1.5,1.5 baths,2,0,"[""Dishes and silverware"", ""Oven"", ""Books and reading material"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Baking sheet"", ""Private entrance"", ""Hot water"", ""Wine glasses"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Dishwasher"", ""Self check-in"", ""Laundromat nearby"", ""Patio or balcony"", ""Mini fridge"", ""Essentials"", ""Dining table"", ""Fire extinguisher"", ""Hangers"", ""Cleaning products"", ""Coffee maker: pour-over coffee"", ""Hot water kettle"", ""Free parking on premises"", ""Clothing storage"", ""Body soap"", ""Lockbox"", ""Wifi""]",$130.00,2,20,2,2,20,20,2.0,20.0,,t,14,28,58,58,2024-12-25,10,10,1,2024-09-17,2024-12-15,4.5,4.9,4.2,4.7,4.8,4.8,4.6,,f,4,4,0,0,3.00
1091064700580257778,https://www.airbnb.com/rooms/1091064700580257778,20241225160317,2024-12-25,city scrape,"De Wijngaard, a unique complete house for 6 people","An authentic 16th century mansion, recently renovated into a spacious modern living space for up to 6 people. The house has a private garden with barbecue, a fully equipped kitchen, a living room and a dining area. Located in the center of medieval Ghent, all major historical sights, shopping streets, restaurants and cafes are within walking distance. A unique location to visit Ghent and surrounding areas with the family or a group of friends.","Very quit street, a couple 100m from the historical centre of Ghent.",https://a0.muscache.com/pictures/prohost-api/Hosting-1091064700580257778/original/3c817e1f-df1b-4dfb-9f94-eed950a7d204.jpeg,9801533,https://www.airbnb.com/users/show/9801533,Maarten,2013-11-04,"Ghent, Belgium","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/dde58c15-dfb7-44a5-9a79-b513ea68f5ab.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dde58c15-dfb7-44a5-9a79-b513ea68f5ab.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone', 'work_email']",t,t,"Gent, Vlaams Gewest, Belgium",Elisabethbegijnhof - Papegaai,,51.048845,3.718331,Entire home,Entire home/apt,6,2.0,2 baths,3,5,"[""Dishes and silverware"", ""Oven"", ""Coffee"", ""Coffee maker"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Cooking basics"", ""53 inch HDTV"", ""Refrigerator"", ""Baking sheet"", ""Shampoo"", ""Private entrance"", ""Free washer \u2013 In building"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Bertazzoni electric stove"", ""Heating"", ""Private BBQ grill: charcoal"", ""Barbecue utensils"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Outdoor furniture"", ""Self check-in"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Toaster"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Indoor fireplace: wood-burning"", ""Central air conditioning"", ""Microwave"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Wifi""]",$365.00,1,1125,1,2,1,1125,1.2,106.7,,t,18,42,72,309,2024-12-25,31,31,2,2024-03-03,2024-12-16,4.94,4.77,4.9,4.94,4.9,4.94,4.68,,t,3,3,0,0,3.12
1091240494665314722,https://www.airbnb.com/rooms/1091240494665314722,20241225160317,2024-12-25,city scrape,Huswell - Apartment with large terrace in the city,"Enjoy this 18th-century apartment with modern comforts in this fully renovated mansion in central Ghent! Steps from Gravensteen & city center, it features high ceilings, hardwood floors, 2 bedrooms, full kitchen, modern bathroom, & easy access to public transport.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1091240494665314722/original/e41833df-45cb-4554-8049-47c77d9b005a.jpeg,472694401,https://www.airbnb.com/users/show/472694401,Jean-Paul,2022-08-01,"Bruges, Belgium","Hi, I’m Anna, your host from HUSWELL! I absolutely love helping guests feel at home and ensuring their stay is as smooth and memorable as possible. Whether you’re looking for local tips, need assistance during your stay, or just want everything to go seamlessly, I’m here for you every step of the way. Your comfort and happiness mean the world to me. 

I can’t wait to welcome you—book your stay today!",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/User/original/53e452c1-8d65-4e82-ba15-53d19e4c8a05.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/53e452c1-8d65-4e82-ba15-53d19e4c8a05.jpeg?aki_policy=profile_x_medium,,424,637,"['email', 'phone', 'work_email']",t,t,,Binnenstad,,51.0582,3.72089,Entire rental unit,Entire home/apt,5,1.0,1 bath,2,3,"[""Dishes and silverware"", ""Oven"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hot water"", ""Baby safety gates"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Iron"", ""Self check-in"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Dedicated workspace"", ""Hangers"", ""Paid parking off premises"", ""Microwave"", ""Hot water kettle"", ""Lockbox"", ""Wifi""]",$261.00,2,28,2,5,28,28,2.7,28.0,,t,22,46,76,348,2024-12-25,24,24,1,2024-03-05,2024-12-01,4.38,4.46,4.13,4.75,4.5,4.96,4.25,,t,36,36,0,0,2.43
1091911652437656562,https://www.airbnb.com/rooms/1091911652437656562,20241225160317,2024-12-25,previous scrape,Beautiful studio in Ghent,"Beautiful, bright and quiet accommodation with double bed, kitchenette and private bathroom in the heart of the historic center of Ghent, walking distance to attractions such as the Gravensteen, Graslei & Korenlei and Belfort.<br /><br />This beautiful accommodation is truly a lovely place to stay. It is perfect to explore & enjoy the culture, history, energy & gastronomy of this  city.<br /><br />Welcome - you will feel at home in the beautiful city of Ghent!",,https://a0.muscache.com/pictures/miso/Hosting-1091911652437656562/original/d2ad63ef-b199-4e8b-baee-b65f5c096cfb.jpeg,562157552,https://www.airbnb.com/users/show/562157552,Hans,2024-02-15,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-562157552/original/bb84df0a-f6f5-4edd-b4ee-96dac3d33ac2.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-562157552/original/bb84df0a-f6f5-4edd-b4ee-96dac3d33ac2.png?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Elisabethbegijnhof - Papegaai,,51.04996,3.71788,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Dishes and silverware"", ""Coffee maker"", ""Bed linens"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Shower gel"", ""Kitchen"", ""TV"", ""Laundromat nearby"", ""Hair dryer"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Hangers"", ""Paid crib - available upon request"", ""Hot water kettle"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Ceiling fan"", ""Wifi""]",,2,365,1,5,365,365,4.1,365.0,,t,20,48,78,353,2024-12-25,63,63,3,2024-03-04,2024-12-15,4.67,4.73,4.73,4.9,4.83,4.84,4.6,,t,1,1,0,0,6.36
1092484274738522113,https://www.airbnb.com/rooms/1092484274738522113,20241225160317,2024-12-25,previous scrape,"Cozy house near nature reserve, minutes from Ghent","Step into our cozy Mariakerke home, a peaceful retreat bordering the lush Bourgoyen Nature Reserve. With two inviting bedrooms and an optional office space, our home is an ideal blend of pastoral charm and city convenience, just a bike ride away from the heart of Ghent. Enjoy a large, tranquil garden, and rest easy with all amenities provided, including weekly professional cleaning. Available April 10th to July 1st — your serene escape awaits!",,https://a0.muscache.com/pictures/miso/Hosting-1092484274738522113/original/8be88512-7b4e-4273-91c9-f7227f208e85.jpeg,341432764,https://www.airbnb.com/users/show/341432764,Matthias,2020-03-12,"Ghent, Belgium","",N/A,N/A,20%,f,https://a0.muscache.com/im/pictures/user/User-341432764/original/6ee15e8b-08f0-4de6-901d-8e14e959b5ba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-341432764/original/6ee15e8b-08f0-4de6-901d-8e14e959b5ba.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Mariakerke,,51.0677941,3.6682755,Entire home,Entire home/apt,4,,1 bath,2,,"[""BBQ grill"", ""Smoke alarm"", ""Washer"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Wifi""]",,14,365,14,14,365,365,14.0,365.0,,t,0,0,0,0,2024-12-25,0,0,0,,,,,,,,,,,f,1,1,0,0,
1092664147810355030,https://www.airbnb.com/rooms/1092664147810355030,20241225160317,2024-12-25,previous scrape,Large villa for expats in Gent,"Fully furnished house close to center, ideal for workers in construction and/or industry due to very ideal location.<br /><br />Location : Kortrijksesteenweg Gent <br />11 beds inside <br />6 bedrooms <br />3 bathrooms <br />2 livingrooms <br />Very big kitchen <br />And free parking <br />Big garden <br />WiFi inclusief  <br />Company name : Homy Rentals",,https://a0.muscache.com/pictures/hosting/Hosting-1092664147810355030/original/5996faff-0175-455c-807b-32f39dc6c58a.jpeg,491918409,https://www.airbnb.com/users/show/491918409,Taskin,2022-12-18,,"",within an hour,92%,73%,f,https://a0.muscache.com/im/pictures/user/4f14a0e5-2fdb-49b2-98e0-2c011619e941.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f14a0e5-2fdb-49b2-98e0-2c011619e941.jpg?aki_policy=profile_x_medium,,13,18,"['email', 'phone']",t,t,,Stationsbuurt Zuid,,51.02289,3.70587,Entire home,Entire home/apt,11,,3 baths,6,,"[""Smoke alarm"", ""Washer"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Wifi""]",,7,365,7,7,365,365,7.0,365.0,,t,0,0,0,0,2024-12-25,0,0,0,,,,,,,,,,,f,1,1,0,0,
1092669561725380565,https://www.airbnb.com/rooms/1092669561725380565,20241225160317,2024-12-25,city scrape,Clean and refreshing,"100m from Sint-Pieter train Station and Flibco bus station makes this place most favorable for most of the visitors. This special place is close to everything, making it easy to plan your visit.",,https://a0.muscache.com/pictures/miso/Hosting-1092669561725380565/original/8332bc14-7b9a-4fee-a301-7e3c18bd65fd.jpeg,445509966,https://www.airbnb.com/users/show/445509966,Irfan,2022-02-17,"Ghent, Belgium","",within a few hours,78%,6%,f,https://a0.muscache.com/im/pictures/user/99fd07ef-714a-4518-8d3f-00d057e165c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99fd07ef-714a-4518-8d3f-00d057e165c7.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Stationsbuurt Noord,,51.03493,3.71997,Private room in rental unit,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""TV"", ""Wifi""]",$56.00,3,365,3,3,365,365,3.0,365.0,,t,23,53,83,263,2024-12-25,0,0,0,,,,,,,,,,,f,3,0,3,0,
1094101643309603739,https://www.airbnb.com/rooms/1094101643309603739,20241225160317,2024-12-25,city scrape,Boutique studio Henri in centre,"New studio near the city center of Ghent. The studio features a private kitchen and private bathroom. In the very quiet townhouse, in a cul-de-sac street, you can enjoy all the comforts. The studio has just been completely restored and is very cozily furnished and equipped with all facilities to make your stay pleasant. Close to the tram and also parking a few meters away. Several nearby shops and restaurants.",,https://a0.muscache.com/pictures/hosting/Hosting-1094101643309603739/original/4a686d1a-800e-449a-8a2c-08eb34652f9c.jpeg,4434842,https://www.airbnb.com/users/show/4434842,Simon & Robin,2012-12-18,"Gent, Belgium","We are a young couple living in Ghent. Simon works in heritage and Robin is a teacher. We have a busy schedule so we will not bother you. We are always ready for all your questions! We love to go out for dinner so can give you tips where to eat or go for drinks. 

We hope you will choose our place. We are looking forward to hosting you.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-4434842/original/ce7c3141-8b45-493d-baf0-feb84d376660.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-4434842/original/ce7c3141-8b45-493d-baf0-feb84d376660.jpeg?aki_policy=profile_x_medium,,2,4,"['email', 'phone', 'work_email']",t,t,,Watersportbaan - Ekkergem,,51.0480683,3.7074629,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Cleaning available during stay"", ""Books and reading material"", ""Coffee maker"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""First aid kit"", ""Refrigerator"", ""Paid parking on premises"", ""Baking sheet"", ""Shampoo"", ""Private entrance"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Heating"", ""Kitchen"", ""Iron"", ""TV"", ""Self check-in"", ""Hair dryer"", ""Mini fridge"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Paid parking off premises"", ""Microwave"", ""Keypad"", ""Ethernet connection"", ""Hot water kettle"", ""Conditioner"", ""Clothing storage"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Body soap"", ""Wifi""]",$83.00,2,365,1,2,365,365,2.0,365.0,,t,20,38,66,144,2024-12-25,71,71,7,2024-03-18,2024-12-21,4.93,4.92,4.93,4.99,4.96,4.82,4.89,,t,2,2,0,0,7.53
1094161864863114774,https://www.airbnb.com/rooms/1094161864863114774,20241225160317,2024-12-25,city scrape,Dockside Loft,"Situated in a former warehouse, the designer loft makes you feel @ home, away from home. Everything you need for short break or extended getaway at the docks of Ghent",The area used to be a busy harbour site. Nowadays most ware houses and remains of the harbour industry are converted into living and working spaces. The former harbour is now the biggest protected city view of Ghent,https://a0.muscache.com/pictures/hosting/Hosting-1094161864863114774/original/59ee4952-ed52-4d35-8d4a-be5c26fc47ea.jpeg,13829824,https://www.airbnb.com/users/show/13829824,Francis,2014-04-02,"Ghent, Belgium","Hello,
As I am a 'globe trotter', I allways like to meet new people and experience new  cultures. Gastronomy and design are my key words. If you want to share the same passions like I have? Just come and stay in my luxury 19th century loft! ",within an hour,100%,100%,f,https://a0.muscache.com/im/users/13829824/profile_pic/1397553376/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/13829824/profile_pic/1397553376/original.jpg?aki_policy=profile_x_medium,,6,9,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Muide - Meulestede - Afrikalaan,,51.07745896508379,3.728078082203865,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Dishes and silverware"", ""Oven"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Waterfront"", ""Hot water"", ""Wine glasses"", ""Elevator"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Heating"", ""Shower gel"", ""Likami body soap"", ""Iron"", ""TV"", ""Kitchen"", ""Dishwasher"", ""Freezer"", ""Hair dryer"", ""Toaster"", ""Essentials"", ""Dining table"", ""Park view"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Hangers"", ""Host greets you"", ""Microwave"", ""Free parking on premises"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Wifi""]",$107.00,7,365,7,7,365,365,7.0,365.0,,t,13,19,44,305,2024-12-25,4,4,0,2024-05-10,2024-11-01,5.0,5.0,4.75,5.0,5.0,5.0,5.0,,t,6,6,0,0,0.52
1094858638998577845,https://www.airbnb.com/rooms/1094858638998577845,20241225160317,2024-12-25,city scrape,Huswell - Pleasant apartment on top location in Gh,"Discover comfort and convenience in Ghent's historic center with this renovated apartment. Relax in 3 bedrooms and a sofa bed, explore the city on foot, and enjoy peace in the neighborhood. With nearby tram and bus stops, accessing major destinations is easy. Book now!",,https://a0.muscache.com/pictures/prohost-api/Hosting-1094858638998577845/original/f5dfff84-4d75-4e4e-8414-6055382efa5c.jpeg,472694401,https://www.airbnb.com/users/show/472694401,Jean-Paul,2022-08-01,"Bruges, Belgium","Hi, I’m Anna, your host from HUSWELL! I absolutely love helping guests feel at home and ensuring their stay is as smooth and memorable as possible. Whether you’re looking for local tips, need assistance during your stay, or just want everything to go seamlessly, I’m here for you every step of the way. Your comfort and happiness mean the world to me. 

I can’t wait to welcome you—book your stay today!",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/User/original/53e452c1-8d65-4e82-ba15-53d19e4c8a05.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/53e452c1-8d65-4e82-ba15-53d19e4c8a05.jpeg?aki_policy=profile_x_medium,,424,637,"['email', 'phone', 'work_email']",t,t,,Sluizeken - Tolhuis - Ham,,51.05833,3.72044,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,4,"[""Dishes and silverware"", ""Oven"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Hangers"", ""High chair"", ""Paid parking off premises"", ""Microwave"", ""Hot water kettle"", ""Single level home"", ""Lockbox"", ""Wifi""]",$347.00,2,90,2,5,90,90,2.7,90.0,,t,23,49,79,351,2024-12-25,17,17,1,2024-03-10,2024-12-15,4.47,4.59,4.65,4.88,4.41,4.82,4.41,,t,36,36,0,0,1.75
1096253412266744686,https://www.airbnb.com/rooms/1096253412266744686,20241225160317,2024-12-25,city scrape,Cosy house in Afsnee,"Relax and slow down in this cozy home. It is a recently renovated house located in Afsnee, a small village just outside Ghent. The house is easily accessible and is 6 km from Ghent city center. There is a bus stop nearby and is 5 km from the train station Gent Sint-Pieters. The house is 130 m2, has 2 bedrooms with toilet and shower, a fully equipped kitchen, a living room and a laundry area with washing machine and drying cabinet. The house sleeps 1 to 4 people.",,https://a0.muscache.com/pictures/miso/Hosting-1096253412266744686/original/a792f387-a23e-4e2f-915b-68969427062d.jpeg,18848516,https://www.airbnb.com/users/show/18848516,Inge,2014-07-25,"Ghent, Belgium","",within a few hours,100%,82%,t,https://a0.muscache.com/im/pictures/user/c50c1284-32ae-4fa7-b9ca-f85aad25a5c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c50c1284-32ae-4fa7-b9ca-f85aad25a5c6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Sint Denijs Westrem,,51.03041,3.66711,Entire home,Entire home/apt,4,2.0,2 baths,2,3,"[""Dishes and silverware"", ""Room-darkening shades"", ""Central heating"", ""Bed linens"", ""Private patio or balcony"", ""Cooking basics"", ""Refrigerator"", ""Drying rack for clothing"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Iron"", ""TV"", ""Freezer"", ""Stainless steel oven"", ""Dining table"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Hot water kettle"", ""Free parking on premises"", ""Private backyard \u2013 Not fully fenced"", ""Wifi""]",$250.00,2,365,1,2,365,365,2.0,365.0,,t,21,49,79,256,2024-12-25,9,9,1,2024-03-25,2024-12-19,4.89,4.67,4.56,4.89,4.89,4.78,4.67,,f,1,1,0,0,0.98
